"Idade","Local de trabalho","Pontuação teste","Departmento","Distancia casa-trabalho","Educacao","Area","Possui carro","Subordinado","Satisfação com o ambiente no emprego atual","Genero","Horas voluntariado","Envolvimento com trabalho","Posicao","Cargo","Satisfação com emprego","Estado civil","Renda","Bonus de performance","Quantidade de empresas que trabalho","Maior de idade","Necessita de hora extra","Aumento de salario%","Performance na entrevista","Satisfação com a relação","Horas de trabalho padrão","Beneficios","Anos de experiencia","Horas de treinamento ultimo ano","Estilo de vida","Anos na última empresa","Anos na posição atual","Anos desde última promoção","Anos com a mesma gerência","Contratar","Partition","$XGT-Contratar","$XGTC-Contratar"
"38","Misto","364","Engenharia","3","Pós-gradução","Faculdade Técnica","1","193","4","F","32","3","2","Engenheiro","3","Solteiro","4317","2302","3","1","Sim","20","4","2","80","0","19","2","3","3","2","2","2","Não","1_Training","Não","0.716873"
"30","Cliente","438","Engenharia","18","Superior completo","Ciências das natureza","1","194","1","F","75","3","1","Engenheiro","3","Solteiro","2632","23910","1","1","Não","14","3","3","80","0","5","4","2","5","4","0","4","Não","2_Testing","Sim","0.774136"
"32","Misto","689","Vendas","9","Superior incompleto","Medicina","1","195","4","M","35","1","2","Vendedo senior","4","Divorciado","4668","22812","0","1","Não","17","3","4","80","3","9","2","4","8","7","0","7","Não","1_Training","Não","0.539686"
"30","Misto","201","Engenharia","5","Superior completo","Faculdade Técnica","1","197","4","F","84","3","1","Engenheiro","1","Divorciado","3204","10415","5","1","Não","14","3","4","80","1","8","3","3","3","2","2","2","Não","1_Training","Sim","0.567616"
"30","Cliente","1427","Engenharia","2","Médio completo","Medicina","1","198","2","M","35","2","1","Tecnico","4","Solteiro","2720","11162","0","1","Não","13","3","4","80","0","6","3","3","5","3","1","2","Não","1_Training","Sim","0.615721"
"41","Misto","857","Engenharia","10","Superior completo","Ciências das natureza","1","199","4","M","91","2","4","Gerente","1","Divorciado","17181","12888","4","1","Não","13","3","2","80","1","21","2","2","7","6","7","7","Não","1_Training","Não","0.817047"
"41","Misto","933","Engenharia","9","Superior incompleto - cursando","Ciências das natureza","1","200","3","M","94","3","1","Tecnico","1","Casado","2238","6961","2","1","Não","21","4","4","80","1","7","2","3","5","0","1","4","Não","2_Testing","Não","0.598444"
"19","Cliente","1181","Engenharia","3","Médio completo","Medicina","1","201","2","F","79","3","1","Tecnico","2","Solteiro","1483","16102","1","1","Não","14","3","4","80","0","1","3","3","1","0","0","0","Não","1_Training","Sim","0.746549"
"40","Misto","1395","Engenharia","26","Superior completo","Medicina","1","202","2","F","54","3","2","Engenheiro","2","Divorciado","5605","8504","1","1","Não","11","3","1","80","1","20","2","3","20","7","2","13","Não","2_Testing","Não","0.914566"
"35","Misto","662","Vendas","1","Pós-gradução","Marketing","1","204","3","M","94","3","3","Vendedo senior","2","Casado","7295","11439","1","1","Não","13","3","1","80","2","10","3","3","10","8","0","6","Não","1_Training","Não","0.50747"
"53","Misto","1436","Vendas","6","Superior incompleto","Marketing","1","205","2","M","34","3","2","Vendedor junior","3","Casado","2306","16047","2","1","Sim","20","4","4","80","1","13","3","1","7","7","4","5","Não","2_Testing","Sim","0.550328"
"45","Cliente","194","Engenharia","9","Superior completo","Ciências das natureza","1","206","2","M","60","3","2","Tecnico","2","Divorciado","2348","10901","8","1","Não","18","3","3","80","1","20","2","1","17","9","0","15","Não","2_Testing","Não","0.78743"
"32","Escritório","967","Vendas","8","Superior completo","Marketing","1","207","2","F","43","3","3","Vendedo senior","4","Solteiro","8998","15589","1","1","Não","14","3","4","80","0","9","2","3","9","8","3","7","Não","2_Testing","Não","0.594668"
"29","Misto","1496","Engenharia","1","Médio completo","Faculdade Técnica","1","208","4","M","41","3","2","Supervisor","3","Casado","4319","26283","1","1","Não","13","3","1","80","1","10","1","3","10","7","0","9","Não","1_Training","Não","0.738878"
"51","Misto","1169","Engenharia","7","Superior incompleto - cursando","Medicina","1","211","2","M","34","2","2","Supervisor","3","Casado","6132","13983","2","1","Não","17","3","3","80","0","10","2","3","1","0","0","0","Não","1_Training","Não","0.577248"
"58","Misto","1145","Engenharia","9","Superior completo","Medicina","1","214","2","F","75","2","1","Engenheiro","2","Casado","3346","11873","4","1","Sim","20","4","2","80","1","9","3","2","1","0","0","0","Não","2_Testing","Sim","0.537199"
"40","Cliente","630","Vendas","4","Superior incompleto - cursando","Marketing","1","215","3","M","67","2","3","Vendedo senior","4","Casado","10855","8552","7","1","Não","11","3","1","80","1","15","2","2","12","11","2","11","Não","2_Testing","Não","0.590214"
"34","Misto","303","Vendas","2","Superior incompleto - cursando","Marketing","1","216","3","F","75","3","1","Vendedor junior","3","Casado","2231","11314","6","1","Não","18","3","4","80","1","6","3","3","4","3","1","2","Não","1_Training","Sim","0.544834"
"22","Escritório","1256","Engenharia","19","Médio completo","Medicina","1","217","3","M","80","3","1","Engenheiro","4","Casado","2323","11992","1","1","Não","24","4","1","80","2","2","6","3","2","2","2","2","Não","1_Training","Não","0.781983"
"27","Misto","691","Engenharia","9","Superior completo","Medicina","1","218","4","M","57","3","1","Engenheiro","2","Divorciado","2024","5970","6","1","Não","18","3","4","80","1","6","1","1","2","2","2","2","Não","1_Training","Sim","0.585139"
"28","Misto","440","Engenharia","21","Superior completo","Medicina","1","221","3","M","42","3","1","Engenheiro","4","Casado","2713","6672","1","1","Não","11","3","3","80","1","5","2","1","5","2","0","2","Não","1_Training","Sim","0.582999"
"57","Escritório","334","Engenharia","24","Superior incompleto","Ciências das natureza","1","223","3","M","83","4","3","Analista","4","Divorciado","9439","23402","3","1","Sim","16","3","2","80","1","12","2","1","5","3","1","4","Não","2_Testing","Não","0.510969"
"27","Misto","1450","Engenharia","3","Superior completo","Medicina","1","224","3","M","79","2","1","Engenheiro","3","Divorciado","2566","25326","1","1","Sim","15","3","4","80","1","1","2","2","1","1","0","1","Não","1_Training","Sim","0.734521"
"50","Misto","1452","Engenharia","11","Superior completo","Ciências das natureza","1","226","3","F","53","3","5","Gerente","2","Solteiro","19926","17053","3","1","Não","15","3","2","80","0","21","5","3","5","4","4","4","Não","1_Training","Não","0.725219"
"41","Misto","465","Engenharia","14","Superior completo","Ciências das natureza","1","227","1","M","56","3","1","Engenheiro","3","Divorciado","2451","4609","4","1","Não","12","3","1","80","1","13","2","3","9","8","1","8","Não","1_Training","Não","0.551502"
"30","Misto","1339","Vendas","5","Superior completo","Ciências das natureza","1","228","2","F","41","3","3","Vendedo senior","4","Casado","9419","8053","2","1","Não","12","3","3","80","1","12","2","3","10","9","7","4","Não","1_Training","Não","0.752741"
"38","Misto","702","Vendas","1","Superior incompleto - cursando","Ciências das natureza","1","230","1","F","59","2","2","Vendedo senior","4","Solteiro","8686","12930","4","1","Não","22","4","3","80","0","12","2","4","8","3","0","7","Não","1_Training","Não","0.601067"
"32","Misto","120","Engenharia","6","Pós-gradução","Ciências das natureza","1","231","3","M","43","3","1","Engenheiro","3","Solteiro","3038","12430","3","1","Não","20","4","1","80","0","8","2","3","5","4","1","4","Não","1_Training","Não","0.617117"
"27","Cliente","1157","Engenharia","17","Superior completo","Faculdade Técnica","1","233","3","M","51","3","1","Engenheiro","2","Casado","3058","13364","0","1","Sim","16","3","4","80","1","6","3","2","5","2","1","1","Não","1_Training","Sim","0.851461"
"36","Escritório","1480","Engenharia","3","Superior incompleto","Medicina","1","238","4","M","30","3","1","Tecnico","2","Solteiro","2088","15062","4","1","Não","12","3","3","80","0","13","3","2","8","7","7","2","Não","1_Training","Não","0.610953"
"30","Misto","111","Engenharia","9","Superior completo","Medicina","1","239","3","M","66","3","2","Tecnico","1","Divorciado","3072","11012","1","1","Não","11","3","3","80","2","12","4","3","12","9","6","10","Não","2_Testing","Não","0.666724"
"45","Misto","1268","Vendas","4","Superior incompleto","Ciências das natureza","1","240","3","F","30","3","2","Vendedo senior","1","Divorciado","5006","6319","4","1","Sim","11","3","1","80","1","9","3","4","5","4","0","3","Não","2_Testing","Não","0.552422"
"56","Misto","713","Engenharia","8","Superior completo","Ciências das natureza","1","241","3","F","67","3","1","Engenheiro","1","Divorciado","4257","13939","4","1","Sim","18","3","3","80","1","19","3","3","2","2","2","2","Não","1_Training","Sim","0.686844"
"33","Misto","134","Engenharia","2","Superior completo","Ciências das natureza","1","242","3","M","90","3","1","Engenheiro","4","Solteiro","2500","10515","0","1","Não","14","3","1","80","0","4","2","4","3","1","0","2","Não","1_Training","Sim","0.559476"
"46","Misto","526","Vendas","1","Superior incompleto","Marketing","1","244","2","F","92","3","3","Vendedo senior","1","Divorciado","10453","2137","1","1","Não","25","4","3","80","3","24","2","3","24","13","15","7","Não","2_Testing","Não","0.804072"
"38","Misto","1380","Engenharia","9","Superior incompleto","Ciências das natureza","1","245","3","F","75","3","1","Tecnico","4","Solteiro","2288","6319","1","1","Não","12","3","3","80","0","2","3","3","2","2","2","1","Não","2_Testing","Sim","0.522919"
"31","Misto","140","Engenharia","12","Médio completo","Medicina","1","246","3","F","95","3","1","Engenheiro","4","Casado","3929","6984","8","1","Sim","23","4","3","80","1","7","0","3","4","2","0","2","Não","1_Training","Sim","0.651807"
"34","Misto","629","Engenharia","27","Superior incompleto","Medicina","1","247","4","F","95","3","1","Engenheiro","2","Solteiro","2311","5711","2","1","Não","15","3","4","80","0","9","3","3","3","2","1","2","Não","1_Training","Sim","0.607173"
"50","Misto","328","Engenharia","1","Superior completo","Medicina","1","249","3","M","86","2","1","Tecnico","3","Casado","3690","3425","2","1","Não","15","3","4","80","1","5","2","2","3","2","0","2","Não","2_Testing","Não","0.615322"
"53","Misto","1084","Engenharia","13","Superior incompleto","Medicina","1","250","4","F","57","4","2","Supervisor","1","Divorciado","4450","26250","1","1","Não","11","3","3","80","2","5","3","3","4","2","1","3","Não","1_Training","Não","0.796582"
"33","Misto","931","Engenharia","14","Superior completo","Medicina","1","252","4","F","72","3","1","Engenheiro","2","Casado","2756","4673","1","1","Não","13","3","4","80","1","8","5","3","8","7","1","6","Não","2_Testing","Não","0.830499"
"40","Misto","989","Engenharia","4","Médio completo","Medicina","1","253","4","F","46","3","5","Gerente","3","Casado","19033","6499","1","1","Não","14","3","2","80","1","21","2","3","20","8","9","9","Não","1_Training","Não","0.927687"
"55","Cliente","692","Engenharia","14","Superior incompleto - cursando","Medicina","1","254","3","M","61","4","5","Diretor","2","Solteiro","18722","13339","8","1","Não","11","3","4","80","0","36","3","3","24","15","2","15","Não","1_Training","Não","0.724566"
"34","Misto","1069","Engenharia","2","Médio completo","Ciências das natureza","1","256","4","M","45","2","2","Supervisor","3","Casado","9547","14074","1","1","Não","17","3","3","80","0","10","2","2","10","9","1","9","Não","1_Training","Não","0.862711"
"51","Misto","313","Engenharia","3","Superior completo","Medicina","1","258","4","F","98","3","4","Analista","2","Solteiro","13734","7192","3","1","Não","18","3","3","80","0","21","6","3","7","7","1","0","Não","1_Training","Não","0.599357"
"52","Misto","699","Engenharia","1","Superior incompleto - cursando","Ciências das natureza","1","259","3","M","65","2","5","Gerente","3","Casado","19999","5678","0","1","Não","14","3","1","80","1","34","5","3","33","18","11","9","Não","1_Training","Não","0.643932"
"27","Escritório","894","Engenharia","9","Superior completo","Medicina","1","260","4","F","99","3","1","Engenheiro","2","Solteiro","2279","11781","1","1","Não","16","3","4","80","0","7","2","2","7","7","0","3","Não","1_Training","Não","0.54273"
"43","Escritório","1344","Engenharia","7","Superior completo","Medicina","1","262","4","M","37","4","1","Engenheiro","4","Divorciado","2089","5228","4","1","Não","14","3","4","80","3","7","3","4","5","4","2","2","Não","1_Training","Não","0.903603"
"45","Misto","1195","Engenharia","2","Superior incompleto","Medicina","1","264","1","M","65","2","4","Gerente","4","Casado","16792","20462","9","1","Não","23","4","4","80","1","22","1","3","20","8","11","8","Não","1_Training","Não","0.902724"
"37","Cliente","290","Engenharia","21","Superior completo","Ciências das natureza","1","267","2","M","65","4","1","Engenheiro","1","Casado","3564","22977","1","1","Sim","12","3","1","80","1","8","3","2","8","7","1","7","Não","1_Training","Sim","0.556985"
"35","Escritório","138","Engenharia","2","Superior completo","Medicina","1","269","2","F","37","3","2","Tecnico","2","Solteiro","4425","15986","5","1","Não","11","3","4","80","0","10","5","3","6","2","1","2","Não","1_Training","Não","0.873663"
"42","Misto","926","Engenharia","21","Superior incompleto","Medicina","1","270","3","F","36","3","2","Supervisor","3","Divorciado","5265","16439","2","1","Não","16","3","2","80","1","11","5","3","5","3","0","2","Não","1_Training","Não","0.902809"
"38","Misto","1261","Engenharia","2","Superior incompleto - cursando","Ciências das natureza","1","271","4","M","88","3","2","Supervisor","3","Casado","6553","7259","9","1","Não","14","3","2","80","0","14","3","3","1","0","0","0","Não","1_Training","Não","0.565749"
"38","Cliente","1084","Engenharia","29","Superior completo","Faculdade Técnica","1","273","4","M","54","3","2","Supervisor","4","Casado","6261","4185","3","1","Não","18","3","1","80","1","9","3","1","7","7","1","7","Não","1_Training","Não","0.712961"
"27","Escritório","472","Engenharia","1","Médio completo","Faculdade Técnica","1","274","3","M","60","2","2","Supervisor","1","Casado","4298","9679","5","1","Não","19","3","3","80","1","6","1","3","2","2","2","0","Não","1_Training","Não","0.53496"
"49","Cliente","1002","Engenharia","18","Superior incompleto - cursando","Ciências das natureza","1","275","4","M","92","3","2","Supervisor","4","Divorciado","6804","23793","1","1","Sim","15","3","1","80","2","7","0","3","7","7","1","7","Não","1_Training","Sim","0.565375"
"34","Misto","878","Engenharia","10","Superior incompleto - cursando","Medicina","1","277","4","M","43","3","1","Engenheiro","3","Divorciado","3815","5972","1","1","Sim","17","3","4","80","1","5","4","4","5","3","2","0","Não","2_Testing","Sim","0.675302"
"40","Misto","905","Engenharia","19","Superior incompleto","Medicina","1","281","3","M","99","3","2","Tecnico","4","Casado","2741","16523","8","1","Sim","15","3","3","80","1","15","2","4","7","2","3","7","Não","2_Testing","Sim","0.627525"
"22","Cliente","1136","Engenharia","5","Superior completo","Ciências das natureza","1","284","4","M","60","4","1","Engenheiro","2","Divorciado","2328","12392","1","1","Sim","16","3","1","80","1","4","2","2","4","2","2","2","Não","1_Training","Sim","0.592147"
